tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,rule_based_sentiment,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at
567823707160354816,negative,1.0,Bad Flight,0.6616,United,,uncmnwellness,,1,@united how can you not know the weight of our plane after us sitting on the plane for 2.5 hrs? Not convinced your company is safe for flt.,,2015-02-17 15:11:36 -0800,"Ventura, California",Pacific Time (US & Canada),neutral,,,,,,,
569997196298293249,neutral,1.0,,,American,,jetsetterprob,,0,"@AmericanAir #epicfail on connections in #Chicago today, extremely disappointed w/ unaccommodating customer service, rethinking loyalty 😐",,2015-02-23 15:08:16 -0800,Brooklyn to Across the Globe,,neutral,,,,,,,
567754223362666496,negative,1.0,Bad Flight,1.0,Southwest,,LedPinkCloudz,,0,@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.,,2015-02-17 10:35:29 -0800,"Las Vegas, NV",Pacific Time (US & Canada),neutral,,,,,,,
567764034418909186,positive,1.0,,,Southwest,,DebMannRN,,0,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",,2015-02-17 11:14:29 -0800,Indy,Eastern Time (US & Canada),positive,,,,,,,
568779480019251201,negative,1.0,Bad Flight,0.6872,Southwest,,rebekahcancino,,0,@SouthwestAir The in-browser hover over is intrusive and annoying. And the fact that the WiFi only works on one device is sort of sad.,,2015-02-20 06:29:30 -0800,"PHX, AZ",Arizona,neutral,,,,,,,
568090175122907136,negative,1.0,Late Flight,1.0,Southwest,,oliviasdad1,,0,@SouthwestAir now it's delayed until 3:55. Getting yelled at by attendants not to bother them. Getting worse,,2015-02-18 08:50:27 -0800,,,neutral,,,,,,,
570012094570958850,positive,1.0,,,Southwest,,MauLoaIkaika73,,0,@SouthwestAir It's all good. Thanks!,,2015-02-23 16:07:28 -0800,,Pacific Time (US & Canada),positive,,,,,,,
569281033365037056,negative,1.0,Lost Luggage,0.6882,United,,hannahcbeck,,1,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed,"[35.00096266, -80.87374938]",2015-02-21 15:42:29 -0800,"Hoboken, NJ",Eastern Time (US & Canada),neutral,,,,,,,
569571643044929536,negative,1.0,Flight Attendant Complaints,0.6593,United,,fsherfey,,0,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?","[37.83520596, -122.25460611]",2015-02-22 10:57:16 -0800,San Francisco,Pacific Time (US & Canada),negative,,,,,,,
570271792314617857,negative,1.0,Cancelled Flight,1.0,United,,Peter_Abrahamse,,0,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,,2015-02-24 09:19:25 -0800,,Amsterdam,neutral,,,,,,,
570250940290342914,negative,0.6866,Lost Luggage,0.352,American,,Kukirani,,0,@AmericanAir hi we have lost and found solution we want to offer for free to assist with contacting people when items are found,,2015-02-24 07:56:33 -0800,Worldwide,,neutral,,,,,,,
568606685230555136,negative,0.7723,Can't Tell,0.731,Delta,negative,cvsherman,Can't Tell,0,@JetBlue time to reevaluate my nyc carrier.,,2015-02-19 19:02:52 -0800,"Austin, TX",Central Time (US & Canada),neutral,,,,,,,
567855788699607040,neutral,0.6429,,0.0,US Airways,,unpredictaylor,,0,@USAirways I just hope that pilot had a good day off,,2015-02-17 17:19:04 -0800,,Atlantic Time (Canada),positive,,,,,,,
568608665072246784,negative,1.0,Can't Tell,1.0,US Airways,,Allisonjones704,,0,@USAirways you gladly take the loyal customer's money but when you cause an inconvenience you do nothing to help fix the problem you caused.,,2015-02-19 19:10:44 -0800,,,neutral,,,,,,,
570229647713148928,negative,1.0,Customer Service Issue,1.0,US Airways,,lj_verde,,0,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.,,2015-02-24 06:31:57 -0800,DC,Eastern Time (US & Canada),neutral,,,,,,,
570194141612789760,neutral,1.0,,,American,,MarkJDiSalvo,,0,"@AmericanAir travel week, delays, Cancelled Flightlations, ""if you want to learn more about the merger press 1"", delay my connector in Chicago #deice",,2015-02-24 04:10:51 -0800,"Waynesville, OHIO",,neutral,,,,,,,
569870374638235649,neutral,0.6771,,0.0,US Airways,,heatherjpitcher,,0,@USAirways &amp; @AmericanAir what are your weight restrictions for carry on luggage? Can find measurements but not weight restrictions. TIA,,2015-02-23 06:44:19 -0800,,Quito,neutral,,,,,,,
569525875860905984,negative,1.0,Cancelled Flight,0.3511,Delta,,arthurhasher,,0,@JetBlue That's not what I heard. Weather was fine this morning. Flight 136 was circling for some time.Someone forgot to clean the runway.,,2015-02-22 07:55:24 -0800,Long Island - Arizona ,,neutral,,,,,,,
567750136223518720,positive,1.0,,,Delta,,amyfame,,0,@JetBlue Thank you!,,2015-02-17 10:19:15 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
569341821505163264,negative,1.0,Late Flight,0.6806,Delta,,JtRoP,,0,@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC,,2015-02-21 19:44:02 -0800,"Easton,Ma",Eastern Time (US & Canada),neutral,,,,,,,
570202160564203520,negative,1.0,Flight Attendant Complaints,0.6699,American,,jash01,,0,"@AmericanAir again, no special meal catered for me in F JFK-LAX. thankfully i'm on qantas the rest of way-i fear what youd NOT cater on that",,2015-02-24 04:42:43 -0800,san francisco,Tehran,neutral,,,,,,,
569936496284663809,negative,1.0,Late Flight,1.0,United,,docmartin_10,,0,"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",,2015-02-23 11:07:04 -0800,"Fort Wayne, Indiana",Eastern Time (US & Canada),neutral,,,,,,,
569710019333107714,negative,1.0,Late Flight,0.3372,United,,patlee,,1,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,,2015-02-22 20:07:07 -0800,"Bay Area, CA",Pacific Time (US & Canada),negative,,,,,,,
569504232971362304,neutral,1.0,,,United,,FlyChristo,,0,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",,2015-02-22 06:29:24 -0800,New York City,Eastern Time (US & Canada),neutral,,,,,,,
569673346864037888,negative,1.0,Can't Tell,0.3415,American,,papenfold,,0,"@AmericanAir yes, for tomorrow at 9 am. But I have to work though 😒 I'm really mad about the situation","[35.23770686, -80.92243302]",2015-02-22 17:41:24 -0800,Guatemala.,Mountain Time (US & Canada),neutral,,,,,,,
569651504753332225,negative,1.0,Late Flight,1.0,American,,lesleysiu,,0,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒,,2015-02-22 16:14:37 -0800,"washington, dc",Eastern Time (US & Canada),neutral,,,,,,,
569663735217971200,negative,1.0,longlines,0.633,American,,WishUpon_26,,0,@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!,,2015-02-22 17:03:12 -0800,KY,Eastern Time (US & Canada),neutral,,,,,,,
568613837198340098,neutral,0.6236,,,Southwest,,DSims3,,0,@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?,"[32.80223908, -117.2312804]",2015-02-19 19:31:17 -0800,"San Diego, California",Pacific Time (US & Canada),neutral,,,,,,,
567814633047728128,negative,1.0,Customer Service Issue,0.6929,United,,coolingpie,,0,"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united","[45.58931882, -122.5959928]",2015-02-17 14:35:32 -0800,the questions district,Eastern Time (US & Canada),neutral,,,,,,,
568166027726434304,positive,1.0,,,United,,willyvideo,,0,@united thank you! Love united!! Have 4 flights today!,,2015-02-18 13:51:51 -0800,,Pacific Time (US & Canada),neutral,,,,,,,
568885959225446400,negative,1.0,Customer Service Issue,0.6806,United,,bretlonder,,0,".@united It's worth saying that, if you litter in Singapore, you get caned. ""But there are rules"" says @united",,2015-02-20 13:32:36 -0800,"San Diego, CA",Central Time (US & Canada),neutral,,,,,,,
567822065471860736,negative,1.0,Late Flight,1.0,United,,cslhilo,,1,@united You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp; heading back to the gate. #connection?,,2015-02-17 15:05:04 -0800,"Hilo, HI",Hawaii,neutral,,,,,,,
569688335788036096,negative,1.0,Customer Service Issue,0.6546,US Airways,,jrscharf,,0,"@USAirways  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs #onholdwith",,2015-02-22 18:40:58 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
569837569392967680,positive,1.0,,,US Airways,,hegshmeg,,0,“@USAirways: @hegshmeg O” thank you for that elaborate response,,2015-02-23 04:33:58 -0800,los angeles ca,Pacific Time (US & Canada),neutral,,,,,,,
569843331930263552,negative,1.0,Customer Service Issue,0.6708,American,,wordnerd153,,0,@AmericanAir trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!,,2015-02-23 04:56:52 -0800,"Bellevue, WA",,neutral,,,,,,,
568536646963970048,neutral,1.0,,,United,,johndgraham,,0,@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.,,2015-02-19 14:24:34 -0800,"Madison, wi",Central Time (US & Canada),neutral,,,,,,,
570056726793359360,negative,1.0,Late Flight,1.0,Delta,,djcheros,,0,@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,,2015-02-23 19:04:49 -0800,"Portland, Maine",Eastern Time (US & Canada),neutral,,,,,,,
568240364315783168,negative,0.6307,Customer Service Issue,0.6307,Virgin America,,edzme,,0,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,,2015-02-18 18:47:14 -0800,The other side,,neutral,,,,,,,
569254020457635840,negative,1.0,Lost Luggage,1.0,Southwest,,scoobydoo9749,,0,@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.,"[39.1799094, -76.6709767]",2015-02-21 13:55:09 -0800,"Tallahassee, FL",America/Chicago,neutral,,,,,,,
569920508923215872,negative,0.679,Can't Tell,0.679,United,,_mhertz,,1,@united that's not even an apology,,2015-02-23 10:03:32 -0800,,Pacific Time (US & Canada),neutral,,,,,,,
568202174917976064,negative,1.0,Customer Service Issue,0.6531,United,,jamieduchess,,0,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!,,2015-02-18 16:15:29 -0800,London,Amsterdam,neutral,,,,,,,
568193116437483520,neutral,0.639,,,Virgin America,,franks105,,0,@VirginAmerica you should have 39 dollar LAX-Las fares!!!,,2015-02-18 15:39:30 -0800,Hogwarts,Pacific Time (US & Canada),neutral,,,,,,,
569688822486847488,negative,1.0,Late Flight,1.0,American,,leozh,,0,"@AmericanAir on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?","[40.64859599, -73.79426922]",2015-02-22 18:42:54 -0800,"Washington, DC",Eastern Time (US & Canada),neutral,,,,,,,
570305078470557697,negative,1.0,Customer Service Issue,1.0,Southwest,,Tim535353,,0,@SouthwestAir still no update text #2053 &amp; still no response to email fr1/5/2015 SR #256746438028. Feel like yr losing customer service/care,,2015-02-24 11:31:41 -0800,"St. Louis, MO",Central Time (US & Canada),neutral,,,,,,,
569966826639110147,negative,0.6817,Cancelled Flight,0.6817,American,,almarc44,,0,@AmericanAir hi there flight from Dallas just Cancelled Flightled going to LA. Can u pls help rebook me?,"[32.90431463, -97.03489789]",2015-02-23 13:07:35 -0800,,,neutral,,,,,,,
569675498873159680,negative,1.0,Cancelled Flight,1.0,Delta,,LuljetaTrupi,,0,"@JetBlue the amount of money I spent on hotels for a WEEK bc of flight Cancelled Flightlation, another flight doesn't make up for the money lost.",,2015-02-22 17:49:57 -0800,LA/NY,Pacific Time (US & Canada),neutral,,,,,,,
569329921740427264,negative,1.0,Lost Luggage,1.0,Delta,,nonchalantCUNT,,0,@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh,,2015-02-21 18:56:45 -0800,"ÜT: 33.724561,-84.565845",Quito,neutral,,,,,,,
569492459258056704,negative,1.0,Cancelled Flight,1.0,US Airways,,VELO143,,0,@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,,2015-02-22 05:42:37 -0800,New York State of Mind,Eastern Time (US & Canada),neutral,,,,,,,
569557756597776384,negative,1.0,Customer Service Issue,0.3505,United,,HoustonBlueMan,,0,@united no. I need you to have more than 2 agents at check in.,,2015-02-22 10:02:05 -0800,"Houston, TX",Central Time (US & Canada),neutral,,,,,,,
569608870429114368,negative,1.0,Customer Service Issue,0.3407,United,,windycityf,,0,@united stuck in YYZ because staff took a break? Not happy 1K....,,2015-02-22 13:25:12 -0800,"Oak Park, IL ",Hawaii,neutral,,,,,,,
570070740566990848,positive,1.0,,,Delta,,emooreme,,0,@JetBlue #1680 Super smooth flight and landing. Nicely done.,,2015-02-23 20:00:30 -0800,DC SF,Eastern Time (US & Canada),neutral,,,,,,,
568965309505380352,negative,1.0,Cancelled Flight,1.0,Southwest,,PamR413,,0,"@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to ""ice in Indy"". Sitting here in Indy, it is bone dry. Tomorrow 4-6"" of snow.",,2015-02-20 18:47:55 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
570233306664591361,neutral,0.6703,,0.0,Delta,,scojjac,,0,"@JetBlue @JetBlueCheeps My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?”",,2015-02-24 06:46:29 -0800,"Las Cruces, NM",Mountain Time (US & Canada),neutral,,,,,,,
570052723409874947,negative,1.0,Customer Service Issue,1.0,American,,Rizzilient,,0,"@AmericanAir @Rizzilient After days, I finally got the automated service to call me back but it hung on me! This is beyond ridicules.  help!",,2015-02-23 18:48:54 -0800,,,neutral,,,,,,,
567950122245623808,negative,1.0,Can't Tell,0.6633,United,,CWWMUK,,0,@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?,,2015-02-17 23:33:55 -0800,North West of England,,neutral,,,,,,,
570275632518733825,neutral,0.69,,0.0,American,,RobertDwyer,,0,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?,,2015-02-24 09:34:40 -0800,"Wellesley, MA",Eastern Time (US & Canada),neutral,,,,,,,
569532394455359488,negative,1.0,Customer Service Issue,1.0,US Airways,,storylaura,,0,@USAirways this is the worst customer service I have ever had. Rebooked to tues but seat available on mon. Wtf. Contact me.,,2015-02-22 08:21:18 -0800,"kansas city, mo",Eastern Time (US & Canada),negative,,,,,,,
568502194854612992,negative,0.6528,Bad Flight,0.3279999999999999,United,,rick4tkins,,0,@united tried that already &amp; tried forgetting the wifi network connection. Still forces log in with incorrect email. Other suggestions?,,2015-02-19 12:07:40 -0800,,,neutral,,,,,,,
568470266793340929,negative,1.0,Customer Service Issue,0.6665,Southwest,,CeceliaNBrady,,1,@SouthwestAir  3 flights yesterday; no treats but nuts and pretzels. Also no origami in the magazine. New policies? #OldPoliciesWayBetter,,2015-02-19 10:00:47 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
567634106058821632,neutral,1.0,,,United,,gwaki,,0,@united even though technically after I land I will be silver?,,2015-02-17 02:38:11 -0800,,Central Time (US & Canada),neutral,,,,,,,
569938119060955136,negative,1.0,Late Flight,0.6617,US Airways,,DanKolbet,,0,@USAirways seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground!,,2015-02-23 11:13:31 -0800,"Spokane, Washington",Pacific Time (US & Canada),neutral,,,,,,,
568365652597014528,negative,0.3573,Can't Tell,0.3573,Delta,,JetBlueNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/h6cE3mWCqj,,2015-02-19 03:05:05 -0800,USA,Sydney,neutral,,,,,,,
568606997546999809,negative,1.0,Customer Service Issue,0.6704,United,,MarcWinNJ,,0,"@united enough already with the poor service, old planes, ridiculous routing. 1k and time to find a new airline with status match.",,2015-02-19 19:04:07 -0800,,,neutral,,,,,,,
570234676494757888,negative,1.0,Bad Flight,0.6358,American,,NicholasAram,,0,@AmericanAir the whole plane is the same. How old is this plane?  The seats leather is coming apart ay the seams.,,2015-02-24 06:51:55 -0800,,Atlantic Time (Canada),neutral,,,,,,,
570280782373228544,neutral,0.6526,,0.0,Delta,,Arevans87,,0,@JetBlue Stop trying to make #fleek happen! #PointsMe,,2015-02-24 09:55:08 -0800,,,neutral,,,,,,,
569117839308800001,negative,1.0,Customer Service Issue,0.6549,US Airways,,imprfctfitlife,,0,@USAirways incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN,,2015-02-21 04:54:01 -0800,"Brooklyn, NY",,neutral,,,,,,,
569516908195815425,positive,0.6671,,0.0,Delta,,djkeating13,,0,"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed.",,2015-02-22 07:19:46 -0800,"Malden, MA",Eastern Time (US & Canada),neutral,,,,,,,
569487788753555456,positive,1.0,,,Southwest,,mardigraschic,,0,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ",,2015-02-22 05:24:04 -0800,nola/beantown,Hawaii,positive,,,,,,,
569283511192051712,negative,1.0,longlines,0.3626,United,,gwen1013,,0,@united Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.,,2015-02-21 15:52:20 -0800,"New Haven, CT",,neutral,,,,,,,
567802378041450496,positive,1.0,,,US Airways,,Logunov_Daniil,,0,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,,2015-02-17 13:46:50 -0800,"Russia, Россия",Abu Dhabi,neutral,,,,,,,
569903120781852672,negative,0.6667,Cancelled Flight,0.3438,United,,bgroberto3246,,0,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?,,2015-02-23 08:54:26 -0800,,,neutral,,,,,,,
569663687222542336,negative,1.0,Late Flight,0.7040000000000001,United,,mangz,,1,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...,,2015-02-22 17:03:01 -0800,"ÜT: 40.729379,-74.002951",Alaska,neutral,,,,,,,
569316417226600448,negative,1.0,Late Flight,0.6427,United,,tarlonious,,0,@united and waiting,,2015-02-21 18:03:05 -0800,,,neutral,,,,,,,
570309156290367488,negative,1.0,longlines,0.6624,Southwest,,thisradlove,,0,@SouthwestAir still waiting. Just hit one hour.,,2015-02-24 11:47:53 -0800,Today I'm in: Maryland ,Atlantic Time (Canada),neutral,,,,,,,
568988032067616768,neutral,0.6814,,0.0,United,,danahajek,,0,@united its available online I just can't figure out how to do it to guarantee same flight,,2015-02-20 20:18:12 -0800,chicago IL,Central Time (US & Canada),neutral,,,,,,,
569910299983130625,negative,1.0,Flight Attendant Complaints,0.3623,United,,unvoiced,,0,"@united is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt",,2015-02-23 09:22:58 -0800,Taipei,Taipei,neutral,,,,,,,
569994678155780096,neutral,0.6701,,0.0,Delta,,MALTSCHLITZMANN,,0,@JetBlue @weepysweetmonty i heard youre planning on letting people fly in the overhead compartments. why would you do that?,,2015-02-23 14:58:15 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
569842929860263936,negative,1.0,Customer Service Issue,0.6531,American,,teague_ryan,,0,"@AmericanAir called last night, after 10hrs got call back, can I get a one day pass to admirals club? I'm going to be spending 7hrs in DFW",,2015-02-23 04:55:16 -0800,Southern California,,neutral,,,,,,,
570108801711341568,negative,1.0,Customer Service Issue,0.6833,United,,fairplay500,,0,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,"[0.0, 0.0]",2015-02-23 22:31:45 -0800,Huntsville AL USA,Central Time (US & Canada),neutral,,,,,,,
567874970463780864,positive,1.0,,,Delta,,Krocheima,,0,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,,2015-02-17 18:35:18 -0800,Bahhhston.,Eastern Time (US & Canada),positive,,,,,,,
568039648964026368,neutral,1.0,,,US Airways,,mpordes,,0,@USAirways tell reservations to rebook me from 5080 to 5129,,2015-02-18 05:29:40 -0800,,,neutral,,,,,,,
569571829033144320,negative,0.6736,Late Flight,0.6736,Delta,,yogadeals,,0,@JetBlue I'm over that honestly just would like to get going on the journey.,,2015-02-22 10:58:00 -0800,nyc,Mountain Time (US & Canada),neutral,,,,,,,
568573057184473089,positive,1.0,,,Southwest,,destryfields,,0,@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,,2015-02-19 16:49:15 -0800,Chicago,Pacific Time (US & Canada),neutral,,,,,,,
569668448718073856,neutral,1.0,,,American,,Mcoltro,,1,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere,,2015-02-22 17:21:56 -0800,Seat 4B,Eastern Time (US & Canada),neutral,,,,,,,
568178946585579520,negative,1.0,Can't Tell,0.6739,United,,GeorgeMcflyOG,,0,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline,,2015-02-18 14:43:11 -0800,NJ ,Eastern Time (US & Canada),neutral,,,,,,,
569592447455465472,negative,1.0,Flight Booking Problems,0.6643,American,,totestoked,,0,@AmericanAir trying to book a flight on hold- can't get through to a representative on the phone- Advice?,,2015-02-22 12:19:56 -0800,"Naperville, IL ",Eastern Time (US & Canada),neutral,,,,,,,
569641259826061312,negative,1.0,Late Flight,1.0,American,,erina_jones,,0,@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,,2015-02-22 15:33:54 -0800,London,,neutral,,,,,,,
567905220828606466,neutral,0.6714,,0.0,Delta,,bekiweki,,0,@JetBlue That's pretty nice. Are flight credits automatically given after the flight? I also wish there were a lounge I could sleep in.,,2015-02-17 20:35:30 -0800,"Provo, UT",Central Time (US & Canada),neutral,,,,,,,
569998122241232896,negative,1.0,Late Flight,0.6771,Southwest,,DrewDepo,,0,@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,,2015-02-23 15:11:57 -0800,KCMO,,neutral,,,,,,,
569632024434057216,negative,0.6456,Flight Booking Problems,0.3477,American,,skyfullofbacon,,0,"@AmericanAir Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago.",,2015-02-22 14:57:12 -0800,Chicago,Central Time (US & Canada),neutral,,,,,,,
568992314296819712,negative,0.662,Flight Booking Problems,0.662,Delta,,KoolieAshSays,,0,@JetBlue why won't the site let me book tickets for nov for jfk to kin?,"[40.88539964, -73.85658056]",2015-02-20 20:35:13 -0800,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada),neutral,,,,,,,
568961016782036992,negative,1.0,Bad Flight,0.3864,United,,LinaSalazar,,0,@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.,,2015-02-20 18:30:51 -0800,Washington DC,Eastern Time (US & Canada),positive,,,,,,,
569208236487745536,negative,0.6765,Customer Service Issue,0.6765,Southwest,,jaretgordon,,0,@SouthwestAir have a prompt for consumers for prompt for customer service instead of having customers on hold for 1.5 hrs,,2015-02-21 10:53:13 -0800,,Central Time (US & Canada),neutral,,,,,,,
